#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1717837436 1661353412 1488355124 0 0 13942165 15376089 670470 481 57050.84 90831.57 37718.29 5916.54
1717837447 1661353412 1488355124 0 0 13942257 15376165 670470 481 57039.59 90820.03 37729.04 5927.09
1717837457 1661353643 1488355126 0 0 13943956 15376728 670470 481 56795.93 90556.53 37973.21 6191.05
1717837467 1661354931 1488355170 0 0 13944821 15377396 670470 481 56270.84 90136.12 38496.87 6610.55
1717837477 1661356482 1488355240 0 0 13945929 15378413 670470 481 55427.76 89395.98 39340.63 7351.40
1717837488 1661357777 1488355270 0 0 13946918 15379391 670470 481 55562.46 89423.25 39208.73 7321.77
1717837498 1661361525 1488355536 0 0 13950299 15382773 670470 481 52528.38 86615.16 42240.89 10132.66
1717837508 1661372209 1488360072 0 0 13957758 15387461 670470 481 48922.87 84147.11 45844.23 12599.21
1717837518 1661377291 1488363444 0 0 13969829 15395709 670470 481 48323.71 83456.40 46442.85 13293.38
1717837529 1661381869 1488366366 0 0 13981407 15403551 670470 481 48076.99 83265.56 46692.22 13480.54
1717837539 1661384389 1488367728 0 0 13991251 15409064 670470 481 48326.59 83736.06 46442.54 13011.01
1717837549 1661397700 1488380260 0 0 13992205 15410118 670470 481 47370.12 79021.30 47401.89 17725.79
1717837560 1661406153 1488387696 0 0 13992412 15410448 670470 481 46498.12 79989.64 48271.73 16757.40
1717837570 1661410140 1488391114 0 0 13992654 15410544 670470 481 46501.80 79951.00 48266.87 16795.46
1717837580 1661413002 1488393424 0 0 13992890 15410743 670470 481 46421.58 79969.35 48347.58 16777.14
1717837591 1661416376 1488396348 0 0 13993030 15410874 670470 481 44706.16 79042.45 50062.97 17705.12
1717837601 1661419575 1488399088 0 0 13993262 15411032 670470 481 44616.52 79036.46 50152.11 17710.14
1717837611 1661423212 1488401912 0 0 13993528 15411325 670470 481 46480.45 80753.48 48289.77 15992.98
