#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1717837435 2913193616 2568500058 1433234 510650 39222736 44729605 488243 6095 80574.18 67134.16 14193.95 29613.96
1717837445 2913193667 2568500060 1433234 510650 39223217 44729821 488243 6095 80338.96 67073.14 14429.66 29673.81
1717837455 2913194202 2568500076 1433234 510650 39225052 44730372 488245 6095 79952.97 66872.46 14815.57 29874.59
1717837465 2913195155 2568500108 1433234 510650 39225661 44730845 488245 6095 79526.32 66494.76 15241.93 30252.27
1717837476 2913196214 2568500144 1433234 510650 39226695 44731751 488245 6095 78698.79 65728.07 16070.35 31018.91
1717837486 2913197823 2568500184 1433234 510650 39227704 44732572 488245 6095 78832.84 65895.91 15936.93 30853.68
1717837496 2913201825 2568500314 1433234 510650 39230760 44734527 488245 6095 77270.00 64967.37 17501.50 31778.62
1717837506 2913213675 2568506966 1433234 510650 39235449 44743154 488245 6095 71923.40 59376.21 22851.64 37367.39
1717837517 2913217410 2568508720 1433234 510650 39246227 44751518 488245 6095 72285.95 59979.55 22479.87 36771.32
1717837527 2913221667 2568510868 1433234 510650 39257310 44760135 488245 6095 71577.84 59188.93 23194.88 37559.26
1717837537 2913223471 2568511664 1433234 510650 39266633 44767198 488245 6095 71300.38 59410.61 23469.50 37334.04
1717837547 2913237650 2568524472 1433234 510650 39268215 44768842 488245 6095 70553.84 56481.32 24214.82 40265.49
1717837558 2913248433 2568534264 1433234 510650 39268404 44768959 488245 6095 69754.94 56114.57 25013.68 40632.97
1717837568 2913252089 2568537618 1433234 510650 39268480 44769046 488245 6095 69782.88 56088.29 24985.84 40659.25
1717837578 2913254606 2568539660 1433234 510650 39268724 44769295 488245 6095 69811.32 56041.76 24956.82 40706.04
1717837589 2913257757 2568542216 1433234 510650 39268750 44769436 488245 6095 69689.52 55529.16 25079.10 41233.93
1717837599 2913260816 2568545048 1433234 510650 39268825 44769732 488245 6095 69454.84 55470.66 25314.39 41275.86
1717837609 2913264615 2568548112 1433234 510650 39268991 44769982 488245 6095 69508.23 54492.05 25262.96 42253.00
1717837620 2913268132 2568551300 1433234 510650 39269422 44770361 488245 6095 61535.60 51549.80 33234.05 45195.68
1717837632 2913273303 2568556022 1433234 510650 39270154 44771066 488245 6095 60986.31 52675.29 33781.34 44070.62
1717837643 2913275503 2568557026 1433234 510650 39270819 44771469 488245 6095 73999.75 60851.53 20768.88 35895.01
1717837653 2913277084 2568557492 1433234 510650 39271374 44771951 488245 6095 73579.07 60739.25 21189.55 36006.73
1717837663 2913278727 2568557962 1433234 510650 39272275 44773439 488245 6095 73395.45 60067.01 21375.52 36681.76
1717837674 2913280774 2568558876 1433234 510650 39273152 44774292 488245 6095 72997.45 59417.04 21770.19 37329.43
1717837684 2913283454 2568560644 1433234 510650 39273542 44774527 488245 6095 72685.16 59310.33 22083.47 37436.17
1717837694 2913284847 2568561328 1433234 510650 39273962 44775030 488245 6095 72237.47 59831.03 22501.39 36915.45
1717837705 2913287021 2568562756 1433234 510650 39274280 44775564 488245 6095 72421.84 59167.74 22346.30 37578.72
1717837715 2913288899 2568564128 1433234 510650 39274499 44775888 488245 6095 72601.28 59776.91 22167.34 36969.09
1717837725 2913289773 2568564404 1433234 510650 39274732 44776141 488245 6095 72578.27 59695.66 22189.89 37052.80
1717837736 2913290987 2568565514 1433234 510650 39274994 44776276 488245 6095 72546.40 59432.71 22222.29 37313.76
1717837746 2913291666 2568566080 1433234 510650 39275218 44776457 488245 6095 72548.98 59688.92 22219.65 37057.15
1717837757 2913291932 2568566084 1433234 510650 39275307 44776577 488245 6095 72519.19 59774.28 22249.44 36972.37
1717837767 2913291948 2568566084 1433234 510650 39275395 44776654 488245 6095 72517.48 59771.76 22251.16 36973.72
1717837777 2913291987 2568566084 1433234 510650 39275514 44776705 488245 6095 72516.31 59773.31 22252.95 36972.66
1717837787 2913292014 2568566084 1433234 510650 39275607 44776780 488245 6095 72516.59 59774.93 22253.20 36971.35
1717837798 2913292069 2568566084 1433234 510650 39275731 44776822 488245 6095 72515.11 59773.68 22254.72 36972.30
1717837808 2913292090 2568566084 1433234 510650 39275847 44776878 488245 6095 72515.00 59776.17 22253.63 36970.87
1717837818 2913292090 2568566084 1433234 510650 39275966 44776925 488245 6095 72513.73 59775.77 22254.92 36970.20
1717837829 2913292105 2568566098 1433234 510650 39276076 44776982 488245 6095 72512.20 59776.62 22256.58 36970.45
1717837839 2913292135 2568566098 1433234 510650 39276169 44777058 488245 6095 72513.77 59773.71 22255.45 36971.77
