#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1717837436 3021071606 2512258798 15719112 222 109411552 110592068 866549 61894 84611.34 62844.33 10157.38 33901.64
1717837446 3021071658 2512258802 15719112 222 109411971 110592262 866549 61894 84399.03 62785.49 10369.13 33961.55
1717837456 3021072017 2512258816 15719112 222 109413701 110592762 866549 61894 84147.40 62554.31 10620.73 34192.84
1717837466 3021073398 2512258862 15719112 222 109414363 110593429 866549 61894 83697.30 62056.77 11071.34 34689.82
1717837477 3021074198 2512258884 15719112 222 109415426 110594330 866549 61894 82806.88 61348.03 11962.39 35399.03
1717837487 3021075446 2512258916 15719112 222 109416366 110595251 866549 61894 82940.86 61461.57 11828.91 35285.39
1717837497 3021081218 2512259280 15719112 222 109421082 110600022 866549 61894 77870.79 56453.36 16897.84 40293.61
1717837507 3021092149 2512266036 15719112 222 109426720 110605521 866549 61894 76915.86 55083.83 17854.42 41666.05
1717837518 3021097303 2512269174 15719112 222 109436464 110614034 866549 61894 76083.59 54590.12 18683.94 42165.15
1717837528 3021099570 2512270094 15719112 222 109445607 110622156 866549 61894 76034.43 54424.20 18738.59 42317.23
1717837538 3021101522 2512270682 15719112 222 109451902 110628402 866549 61894 76216.90 55127.16 18551.73 41619.80
1717837549 3021119389 2512287206 15719112 222 109453199 110628978 866549 61894 71654.71 53535.70 23113.92 43211.32
1717837559 3021125445 2512292688 15719112 222 109453416 110629173 866549 61894 71643.46 53388.79 23124.18 43357.68
1717837569 3021127961 2512294758 15719112 222 109453503 110629332 866549 61894 71664.21 53418.88 23104.41 43327.16
1717837580 3021131565 2512297826 15719112 222 109453637 110629512 866549 61894 71580.73 53441.09 23188.46 43306.07
1717837590 3021135099 2512301174 15719112 222 109453800 110629607 866549 61894 69245.77 53988.31 25523.34 42759.34
1717837600 3021139044 2512304652 15719112 222 109454036 110629832 866549 61894 69276.27 53857.38 25492.52 42889.61
1717837611 3021143659 2512308636 15719112 222 109454241 110629900 866549 61894 71131.93 54132.31 23656.70 42629.79
1717837621 3021149759 2512314542 15719112 222 109454866 110630117 866549 61894 61911.27 51716.75 32856.87 45029.71
1717837631 3021155826 2512320136 15719112 222 109455732 110630541 866549 61894 61386.05 51473.58 33383.18 45274.00
1717837642 3021157757 2512321256 15719112 222 109456725 110631094 866549 61894 77485.46 56180.79 17283.16 40565.20
1717837652 3021158717 2512321628 15719112 222 109457192 110631568 866549 61894 77300.42 55903.35 17468.20 40845.34
1717837662 3021159944 2512322186 15719112 222 109457843 110632301 866549 61894 77354.86 55203.65 17413.27 41542.52
1717837673 3021162807 2512323626 15719112 222 109458360 110633006 866549 61894 77100.80 55228.51 17667.87 41517.95
1717837683 3021164111 2512324400 15719112 222 109458444 110633341 866549 61894 76974.08 54684.20 17798.55 42062.48
1717837694 3021165612 2512324926 15719112 222 109458736 110633816 866549 61894 77205.52 54713.99 17565.27 42032.48
1717837704 3021167526 2512326388 15719112 222 109459110 110633963 866549 61894 77279.89 54971.32 17488.73 41776.24
1717837714 3021168147 2512326526 15719112 222 109459274 110634291 866549 61894 77174.17 55026.96 17596.46 41719.12
1717837725 3021168577 2512326572 15719112 222 109459368 110634575 866549 61894 76915.39 54660.38 17853.77 42087.09
1717837735 3021169953 2512327774 15719112 222 109459546 110634779 866549 61894 77214.61 55041.88 17554.02 41705.69
1717837745 3021170164 2512327814 15719112 222 109459601 110634986 866549 61894 77247.91 55012.10 17520.71 41734.98
1717837756 3021170241 2512327824 15719112 222 109459639 110635131 866549 61894 77247.51 55135.89 17521.11 41611.17
1717837766 3021170525 2512328078 15719112 222 109459877 110635487 866549 61894 77110.80 55063.82 17648.81 41670.39
1717837776 3021171027 2512328458 15719112 222 109460283 110635638 866549 61894 76949.78 55255.88 17818.35 41490.68
1717837787 3021171931 2512328916 15719112 222 109460468 110635790 866549 61894 76714.64 55088.77 18054.52 41657.25
1717837797 3021172228 2512329046 15719112 222 109460627 110635821 866549 61894 76812.12 55092.59 17957.10 41653.87
1717837807 3021173593 2512329684 15719112 222 109461176 110636032 866549 61894 77033.89 55089.92 17735.30 41656.05
1717837817 3021175180 2512330862 15719112 222 109461440 110636353 866549 61894 77011.09 54798.04 17757.62 41948.53
1717837828 3021175899 2512331344 15719112 222 109461774 110636425 866549 61894 76800.65 54821.14 17968.04 41925.32
1717837838 3021176246 2512331638 15719112 222 109462109 110636655 866549 61894 76617.98 54580.51 18150.64 42169.07
1717837848 3021178833 2512333772 15719112 222 109462371 110636898 866549 61894 76725.52 54845.54 18043.33 41900.93
1717837859 3021179220 2512333984 15719112 222 109462690 110637125 866549 61894 76844.79 54908.74 17923.97 41829.45
1717837869 3021179851 2512334406 15719112 222 109462947 110637418 866549 61894 76688.62 55036.28 18080.49 41711.23
1717837879 3021180937 2512335448 15719112 222 109463066 110638037 866549 61894 76142.93 54618.18 18623.20 42130.88
1717837890 3021181689 2512336158 15719112 222 109463276 110638515 866549 61894 76668.43 54635.61 18100.19 42111.98
1717837900 3021182929 2512337080 15719112 222 109463509 110638872 866549 61894 76514.25 54976.60 18253.95 41769.37
1717837910 3021183578 2512337274 15719112 222 109463776 110639145 866549 61894 76468.02 54746.65 18300.60 41999.40
1717837921 3021183671 2512337298 15719112 222 109463845 110639238 866549 61894 76468.28 54746.79 18300.96 41999.68
1717837931 3021183948 2512337316 15719112 222 109463960 110639281 866549 61894 76463.94 54748.00 18304.92 41999.00
1717837941 3021183994 2512337320 15719112 222 109464071 110639339 866549 61894 76462.05 54751.04 18307.72 41995.54
1717837951 3021183997 2512337320 15719112 222 109464188 110639386 866549 61894 76464.92 54748.81 18303.70 41997.71
1717837962 3021184244 2512337372 15719112 222 109464244 110639488 866549 61894 76465.26 54746.57 18302.87 41998.91
1717837972 3021184485 2512337570 15719112 222 109464322 110639582 866549 61894 76462.68 54748.58 18305.09 41997.94
1717837982 3021184654 2512337726 15719112 222 109464427 110639679 866549 61894 76462.34 54828.89 18307.36 41917.09
1717837993 3021185817 2512338350 15719112 222 109464802 110640118 866549 61894 76191.84 54296.95 18575.80 42450.59
1717838003 3021186520 2512338798 15719112 222 109465074 110640294 866549 61894 76251.48 54626.22 18517.64 42120.91
1717838013 3021186756 2512339020 15719112 222 109465191 110640427 866549 61894 76388.79 54624.60 18379.83 42121.99
1717838023 3021187086 2512339260 15719112 222 109465293 110640492 866549 61894 76404.32 54526.20 18363.93 42219.87
1717838034 3021187496 2512339646 15719112 222 109465363 110640590 866549 61894 76404.06 54462.19 18364.14 42284.39
1717838044 3021187579 2512339724 15719112 222 109465445 110640663 866549 61894 76404.28 54462.83 18363.85 42284.24
1717838054 3021187821 2512339894 15719112 222 109465554 110640724 866549 61894 76405.04 54530.14 18364.17 42216.33
1717838065 3021188361 2512340326 15719112 222 109465709 110640740 866549 61894 76400.41 54472.18 18368.23 42274.39
1717838075 3021188459 2512340404 15719112 222 109465827 110640779 866549 61894 76396.98 54470.46 18370.78 42276.11
1717838085 3021188463 2512340408 15719112 222 109465932 110640924 866549 61894 76358.17 54988.85 18409.96 41757.66
1717838095 3021190450 2512341618 15719112 222 109466746 110641460 866549 61894 75652.61 54727.71 19117.23 42022.07
1717838106 3021193067 2512343082 15719112 222 109467213 110641765 866549 61894 75507.40 54683.42 19261.22 42063.09
1717838116 3021196004 2512344596 15719112 222 109468087 110642229 866549 61894 74724.14 54532.53 20045.01 42215.02
1717838126 3021198184 2512346210 15719112 222 109468193 110642379 866549 61894 75122.36 54052.41 19648.26 42695.73
1717838137 3021200506 2512347622 15719112 222 109468254 110642511 866549 61894 75734.09 54287.39 19033.55 42459.21
1717838147 3021202320 2512348506 15719112 222 109468308 110642637 866549 61894 75656.15 54204.32 19113.15 42543.31
