#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1717837435 3867833949 3332668332 85163378 1918 116746855 110802456 924109 333189 87361.29 59775.76 7407.33 36971.80
1717837446 3867833949 3332668332 85163378 1918 116747356 110802923 924109 333189 87093.36 59588.09 7675.27 37158.95
1717837456 3867835020 3332668366 85163378 1918 116748968 110803481 924109 333189 86866.38 59390.27 7901.76 37355.70
1717837466 3867835933 3332668394 85163378 1918 116749595 110803982 924109 333189 86408.24 59015.98 8360.98 37731.00
1717837476 3867837415 3332668436 85163378 1918 116750686 110804936 924109 333189 85569.93 58220.95 9198.30 38526.03
1717837487 3867839108 3332668476 85163378 1918 116751583 110805853 924109 333189 85769.91 58329.20 9000.07 38417.27
1717837497 3867844874 3332668644 85163378 1918 116756714 110810936 924109 333189 80156.29 52906.26 14629.00 43839.88
1717837507 3867855629 3332675084 85163378 1918 116763223 110816006 924109 333189 79473.88 51721.39 15289.58 45030.45
1717837517 3867857821 3332675970 85163378 1918 116777304 110825465 924109 333189 79400.59 52089.36 15365.54 44657.04
1717837528 3867859637 3332676392 85163378 1918 116791823 110834636 924109 333189 79160.72 51591.88 15605.07 45151.91
1717837538 3867861974 3332677474 85163378 1918 116802031 110841468 924109 333189 79914.45 51970.75 14854.18 44777.33
1717837548 3867881003 3332694706 85163378 1918 116802786 110842492 924109 333189 76788.73 48313.51 17979.42 48433.48
1717837559 3867888960 3332702052 85163378 1918 116802892 110842679 924109 333189 77088.15 47826.17 17680.47 48919.80
1717837569 3867891830 3332704592 85163378 1918 116802987 110842761 924109 333189 77126.40 47845.32 17642.93 48901.72
1717837579 3867895727 3332707770 85163378 1918 116803252 110842937 924109 333189 77091.36 47803.10 17676.82 48943.36
1717837590 3867899102 3332710488 85163378 1918 116803338 110843024 924109 333189 77101.48 47791.57 17666.66 48955.50
1717837600 3867902221 3332713360 85163378 1918 116803440 110843162 924109 333189 76959.04 47981.91 17810.27 48765.13
1717837610 3867906079 3332716752 85163378 1918 116803666 110843288 924109 333189 75187.39 46273.98 19581.23 50473.49
1717837620 3867910784 3332721092 85163378 1918 116804006 110843843 924109 333189 70648.15 39934.64 24120.97 56810.84
1717837631 3867916259 3332726146 85163378 1918 116804458 110844631 924109 333189 70414.38 39319.88 24353.49 57428.48
1717837641 3867918711 3332727758 85163378 1918 116804839 110845044 924109 333189 79260.66 53070.84 15507.97 43676.17
1717837651 3867919439 3332727990 85163378 1918 116805114 110845478 924109 333189 80697.14 52917.80 14042.72 43817.85
1717837662 3867920563 3332728300 85163378 1918 116806370 110846264 924109 333189 80539.24 52727.27 14230.06 44018.57
1717837672 3867922969 3332729388 85163378 1918 116807763 110846799 924109 333189 79715.93 52325.80 15053.25 44420.78
1717837682 3867924768 3332730562 85163378 1918 116808148 110846946 924109 333189 79139.25 52285.56 15629.02 44460.90
1717837693 3867927419 3332732064 85163378 1918 116808460 110847162 924109 333189 79797.92 52166.14 14970.71 44580.33
1717837703 3867929622 3332733652 85163378 1918 116808821 110847629 924109 333189 79271.25 52145.22 15497.38 44601.89
1717837713 3867931538 3332735048 85163378 1918 116809172 110847842 924109 333189 79952.70 52163.01 14815.02 44583.98
1717837724 3867932203 3332735188 85163378 1918 116809518 110848020 924109 333189 79909.29 52260.83 14859.46 44486.72
1717837734 3867933929 3332736590 85163378 1918 116809777 110848157 924109 333189 79547.79 52137.23 15220.83 44615.38
1717837744 3867934490 3332736970 85163378 1918 116810096 110848327 924109 333189 79897.13 52201.58 14872.17 44544.88
1717837755 3867935112 3332737084 85163378 1918 116810336 110848427 924109 333189 79817.81 52328.45 14964.37 44418.02
1717837765 3867935417 3332737336 85163378 1918 116810620 110848544 924109 333189 79614.30 52372.78 15153.83 44374.19
1717837775 3867935820 3332737596 85163378 1918 116810769 110848843 924109 333189 79750.37 52316.09 15018.91 44431.04
1717837786 3867936591 3332738044 85163378 1918 116810945 110849146 924109 333189 79735.48 51925.25 15033.05 44821.02
1717837796 3867936802 3332738174 85163378 1918 116811040 110849253 924109 333189 79734.35 51866.11 15034.56 44880.35
1717837806 3867937057 3332738298 85163378 1918 116811360 110849407 924110 333189 79703.03 52153.59 15066.22 44592.95
1717837817 3867938577 3332738964 85163378 1918 116811617 110849793 924110 333189 79653.93 51682.28 15114.76 45064.19
1717837827 3867938899 3332739258 85163378 1918 116811729 110849959 924110 333189 79650.36 52051.65 15118.27 44694.89
1717837837 3867938927 3332739260 85163378 1918 116811834 110850132 924110 333189 79661.41 52071.78 15106.32 44674.68
1717837848 3867939771 3332739846 85163378 1918 116811995 110850231 924110 333189 79698.93 52062.57 15069.74 44684.11
1717837858 3867941001 3332740788 85163378 1918 116812225 110850478 924110 333189 79593.77 51501.84 15174.86 45244.75
1717837868 3867942491 3332741442 85163378 1918 116812631 110851037 924110 333189 79403.52 51533.74 15365.11 45212.76
1717837879 3867943706 3332742434 85163378 1918 116813087 110851700 924110 333189 79113.78 51664.62 15654.84 45083.04
1717837889 3867944544 3332743034 85163378 1918 116813352 110852027 924110 333189 79330.26 51411.39 15438.36 45335.59
1717837899 3867945152 3332743534 85163378 1918 116813536 110852294 924110 333189 79407.98 51540.72 15360.23 45205.76
1717837909 3867945278 3332743548 85163378 1918 116813646 110852354 924110 333189 79407.00 51539.71 15361.63 45207.86
1717837920 3867945353 3332743556 85163378 1918 116813732 110852426 924110 333189 79407.42 51536.53 15361.70 45210.03
1717837930 3867945389 3332743560 85163378 1918 116813818 110852497 924110 333189 79406.66 51536.86 15361.57 45209.65
1717837940 3867945630 3332743576 85163378 1918 116813921 110852560 924110 333189 79406.39 51537.88 15362.83 45208.19
1717837951 3867945650 3332743578 85163378 1918 116814011 110852632 924110 333189 79405.71 51534.94 15364.08 45211.52
1717837961 3867945687 3332743582 85163378 1918 116814085 110852719 924110 333189 79404.36 51534.71 15364.38 45211.93
1717837971 3867945709 3332743584 85163378 1918 116814251 110852767 924110 333189 79216.16 51387.81 15551.58 45358.65
1717837982 3867946735 3332744304 85163378 1918 116814503 110852893 924110 333189 79375.32 51404.84 15393.44 45342.12
1717837992 3867947808 3332744922 85163378 1918 116814688 110853573 924110 333189 79356.23 51640.94 15412.96 45077.66
