#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1717837436 1515481286 1415986104 1198501 0 14864413 14234186 421441 5134 71602.59 76047.26 23182.02 20683.97
1717837446 1515481339 1415986108 1198501 0 14864729 14234597 421441 5134 71497.41 75835.50 23287.69 20896.16
1717837456 1515481982 1415986132 1198501 0 14865838 14235770 421443 5134 71197.98 75563.64 23586.00 21167.07
1717837466 1515483268 1415986180 1198501 0 14866466 14236391 421443 5134 70764.84 75115.79 24019.23 21615.35
1717837477 1515483978 1415986198 1198501 0 14867489 14237352 421443 5134 69962.26 74329.27 24822.73 22402.55
1717837487 1515485628 1415986236 1198501 0 14868371 14238245 421443 5134 70108.00 74468.52 24676.46 22262.27
1717837497 1515491827 1415986944 1198501 0 14873950 14243318 421443 5134 63484.74 68393.21 31299.27 28374.03
1717837507 1515503915 1415994286 1198501 0 14881998 14247205 421443 5134 63572.21 68090.81 31213.71 28635.73
1717837518 1515506363 1415995350 1198501 0 14892318 14256466 421443 5134 63260.61 67715.00 31552.13 29017.32
1717837528 1515509311 1415996664 1198501 0 14900921 14266205 421443 5134 63198.10 67690.27 31588.86 29040.65
1717837538 1515510905 1415997344 1198501 0 14906588 14273490 421443 5134 64518.97 68166.60 30265.49 28564.16
1717837549 1515531529 1416016760 1198501 0 14907056 14274041 421443 5134 60940.66 64623.25 33843.38 32107.38
1717837559 1515536362 1416021018 1198501 0 14907145 14274111 421443 5134 60927.83 64622.50 33858.71 32108.13
1717837569 1515539385 1416023588 1198501 0 14907355 14274145 421443 5134 60955.70 64647.14 33829.32 32083.49
1717837580 1515543958 1416027112 1198501 0 14907558 14274346 421443 5134 60918.37 64612.97 33867.18 32118.15
1717837591 1515547191 1416030070 1198501 0 14907661 14274446 421443 5134 60579.81 64064.61 34205.73 32666.53
1717837601 1515550859 1416033290 1198501 0 14907876 14274746 421443 5134 60569.33 64014.35 34215.74 32716.77
1717837611 1515555149 1416037054 1198501 0 14908071 14274850 421443 5134 56236.02 63839.29 38548.45 32891.55
1717837622 1515560654 1416042202 1198501 0 14908590 14275314 421443 5134 53247.88 59242.25 41536.20 37487.77
