#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1717837434        0.109550          0.109550          0.003010          0.003010          0.000000          144.250000        0.003010         
1717837445        3.591660          3.591660          0.192364          0.192364          0.000000          143.959000        0.192364         
1717837455        7.937150          7.937150          0.649952          0.649952          0.000000          143.388000        0.649952         
1717837465        9.923120          9.923120          1.537250          1.537250          0.000000          142.600000        1.537250         
1717837475        11.340900         11.340900         2.244100          2.244100          0.000000          141.059000        2.244100         
1717837486        11.340900         10.365500         2.244100          1.870370          0.000000          141.338000        2.244100         
1717837496        14.796200         14.796200         4.563570          4.563570          0.000100          138.916000        4.563670         
1717837506        28.038500         28.038500         13.144500         13.144500         0.000100          128.225000        13.144600        
1717837516        28.038500         25.421300         13.144500         11.946300         0.000100          129.162000        13.144600        
1717837527        28.632400         28.632400         13.461100         13.461100         0.000100          127.702000        13.461200        
1717837537        28.632400         28.511500         13.461100         13.348400         0.000100          127.652000        13.461200        
1717837547        32.638900         32.638900         17.189300         17.189300         0.000100          124.062000        17.189400        
1717837558        33.861200         33.861200         18.328300         18.328300         0.000100          122.922000        18.328400        
1717837568        33.861200         33.861200         18.328300         18.328300         0.000100          122.921000        18.328400        
1717837578        33.861400         33.861400         18.328300         18.328000         0.000100          122.906000        18.328400        
1717837589        34.414400         34.414400         18.740100         18.740100         0.000100          122.361000        18.740200        
1717837599        34.691900         34.691900         19.162100         19.162100         0.000100          122.001000        19.162200        
1717837609        35.523300         35.523300         19.994900         19.994900         0.000100          121.095000        19.995000        
1717837620        45.730900         45.730900         30.230400         30.230400         0.000100          110.441000        30.230500        
1717837630        45.730900         45.724000         30.230400         30.220000         0.000100          110.942000        30.230500        
1717837643        45.730900         25.010800         30.230400         9.517140          0.000100          131.695000        30.230500        
1717837653        45.730900         27.393800         30.230400         10.145100         0.000100          131.173000        30.230500        
1717837663        45.730900         27.929800         30.230400         10.680900         0.000100          130.338000        30.230500        
1717837673        45.730900         29.269000         30.230400         11.431700         0.000100          129.334000        30.230500        
1717837684        45.730900         28.886300         30.230400         11.817600         0.000100          128.903000        30.230500        
1717837694        45.730900         27.900500         30.230400         11.680700         0.000100          128.977000        30.230500        
1717837704        45.730900         28.304000         30.230400         12.183800         0.000200          128.508000        30.230500        
1717837715        45.730900         27.157700         30.230400         11.326400         0.000200          129.279000        30.230500        
