TIMESTAMP        home1-RQ         home1-RD         home1-WR         work2-RQ         work2-RD         work2-WR         scratch1-RQ      scratch1-RD      scratch1-WR      scratch2-RQ      scratch2-RD      scratch2-WR      scratch3-RQ      scratch3-RD      scratch3-WR      
1717837437        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837447        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837457        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837467        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837477        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837488        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837498        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837508        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837518        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837529        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837539        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837549        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837560        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837570        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837580        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837591        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837601        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837611        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837622        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837632        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837642        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837653        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837663        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837673        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837683        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837694        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
1717837704        0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                0                 0                
