TIMESTAMP        home1-RQ         home1-RD         home1-WR         
1717838356 0 0 0
1717838367 0 0 0
1717838377 0 0 0
1717838387 0 0 0
1717838397 0 0 0
1717838408 0 0 0
1717838418 0 0 0
1717838428 0 0 0
1717838444 0 0 0
1717838454 0 0 0
1717838465 0 0 0
1717838475 0 0 0
1717838485 0 0 0
1717838495 0 0 0
1717838506 0 0 0
1717838516 0 0 0
1717838526 0 0 0
1717838536 0 0 0
1717838547 0 0 0
1717838557 0 0 0
1717838567 0 0 0
1717838578 0 0 0
1717838592 0 0 0
1717838603 0 0 0
1717838613 0 0 0
1717838623 0 0 0
1717838638 0 0 0
1717838652 0 0 0
1717838662 0 0 0
1717838672 0 0 0
1717838683 0 0 0
1717838693 0 0 0
1717838703 0 0 0
1717838714 0 0 0
1717838724 0 0 0
1717838734 0 0 0
1717838745 0 0 0
1717838756 0 0 0
1717838767 0 0 0
1717838777 0 0 0
1717838787 0 0 0
1717838797 0 0 0
1717838808 0 0 0
1717838818 0 0 0
1717838828 0 0 0
1717838839 0 0 0
1717838849 0 0 0
1717838859 0 0 0
1717838869 0 0 0
1717838880 0 0 0
1717838890 0 0 0
1717838900 0 0 0
1717838911 0 0 0
1717838921 0 0 0
1717838931 0 0 0
1717838942 0 0 0
1717838952 0 0 0
1717838962 0 0 0
1717838972 0 0 0
1717838983 0 0 0
1717838993 0 0 0
1717839003 0 0 0
1717839014 0 0 0
1717839024 0 0 0
1717839034 0 0 0
1717839045 0 0 0
1717839055 0 0 0
1717839065 0 0 0
1717839075 0 0 0
1717839086 0 0 0
1717839096 0 0 0
1717839106 0 0 0
1717839116 0 0 0
1717839127 0 0 0
1717839137 0 0 0
1717839147 0 0 0
1717839158 0 0 0
1717839168 0 0 0
1717839178 0 0 0
1717839189 0 0 0
1717839199 0 0 0
1717839209 0 0 0
1717839219 0 0 0
1717839230 0 0 0
1717839240 0 0 0
1717839250 0 0 0
1717839260 0 0 0
1717839271 0 0 0
1717839281 0 0 0
1717839292 0 0 0
1717839302 0 0 0
1717839312 0 0 0
1717839323 0 0 0
1717839333 0 0 0
1717839343 0 0 0
1717839353 0 0 0
1717839364 0 0 0
1717839374 0 0 0
1717839384 0 0 0
1717839395 0 0 0
1717839405 0 0 0
1717839415 0 0 0
1717839425 0 0 0
1717839436 0 0 0
1717839446 0 0 0
1717839456 0 0 0
1717839466 0 0 0
1717839477 0 0 0
1717839487 0 0 0
1717839497 0 0 0
1717839508 0 0 0
1717839518 0 0 0
1717839528 0 0 0
1717839539 0 0 0
1717839549 0 0 0
1717839559 0 0 0
1717839569 0 0 0
1717839580 0 0 0
1717839590 0 0 0
1717839600 0 0 0
